4.076306 79.377488
4.082306 110.954821
4.088306 152.958777
4.094306 207.961062
4.100306 278.848975
4.106306 368.752928
4.112306 480.929374
4.118306 618.595176
4.124306 784.713556
4.130306 981.737049
4.136306 1211.319216
4.142306 1474.013404
4.148306 1768.982999
4.154306 2093.752222
4.160306 2444.028757
4.166306 2813.628394
4.172306 3194.527011
4.178306 3577.056428
4.184306 3950.248510
4.190306 4302.317377
4.196306 4621.254341
4.202306 4895.495982
4.208306 5114.614735
4.214306 5269.974972
4.224257 5371.418860
4.230257 5334.315636
4.236257 5224.536887
4.242257 5046.569865
4.248257 4807.554102
4.254257 4516.806342
4.260257 4185.218738
4.266257 3824.584421
4.272257 3446.908399
4.278257 3063.759232
4.284257 2685.708809
4.290257 2321.895205
4.296257 1979.728821
4.302257 1664.746830
4.308257 1380.607053
4.314257 1129.201325
4.320257 910.860922
4.326257 724.623078
4.332257 568.527731
4.338257 439.916797
4.344257 335.713524
4.350257 252.665839
4.356257 187.544192
4.362257 137.290382
4.368257 99.118793
4.374257 70.575066
4.380257 49.559394
4.386257 34.322592
4.392257 23.443021
4.398257 15.791612
4.404257 10.491045
4.410257 6.873698
4.416257 4.441621
4.422257 2.830558
4.428257 1.779024
4.434257 1.102735
4.440257 0.674124
4.446257 0.406432
4.452257 0.241666
4.458257 0.141717
4.464257 0.081961
4.470257 0.046749
4.476257 0.026298
4.482257 0.014590
4.488257 0.007983
4.494257 0.004308
4.500257 0.002292
4.506257 0.001203
4.512257 0.000623
4.518257 0.000318
4.524257 0.000160
4.590257 0.000000
4.669457 0.000000
4.764497 0.000000
4.878545 0.000000
5.015403 0.000000
5.179632 0.000000
5.376707 0.000000
5.613197 0.000000
5.896985 0.000000
6.215847 0.000000
6.470936 0.000000
6.675008 0.000000
6.838265 0.000000
6.968871 0.000000
7.073356 0.000000
7.156944 0.000002
7.223814 0.002398
7.229814 0.004122
7.235814 0.006988
7.241814 0.011683
7.247814 0.019266
7.253814 0.031333
7.259814 0.050255
7.265814 0.079495
7.271814 0.124018
7.277814 0.190811
7.283814 0.289537
7.289814 0.433296
7.295814 0.639504
7.301814 0.930855
7.307814 1.336288
7.313814 1.891897
7.319814 2.641644
7.325814 3.637730
7.331814 4.940446
7.337814 6.617305
7.343814 8.741291
7.349814 11.388050
7.355814 14.631963
7.361814 18.541087
7.367814 23.171130
7.373814 28.558712
7.379814 34.714382
7.385814 41.615934
7.391814 49.202737
7.397814 57.371773
7.403814 65.976107
7.409814 74.826340
7.415814 83.695424
7.421814 92.326916
7.427814 100.446392
7.433814 107.775428
7.439814 114.047185
7.445814 119.022423
7.451814 122.504601
7.461295 124.643181
7.467295 123.782205
7.473295 121.234801
7.479295 117.105096
7.485295 111.558762
7.491295 104.811992
7.497295 97.117538
7.503295 88.749059
7.509295 79.985128
7.515295 71.094194
7.521295 62.321576
7.527295 53.879322
7.533295 45.939388
7.539295 38.630266
7.545295 32.036834
7.551295 26.202992
7.557295 21.136427
7.563295 16.814798
7.569295 13.192623
7.575295 10.208221
7.581295 7.790195
7.587295 5.863083
7.593295 4.351942
7.599295 3.185808
7.605295 2.300041
7.611295 1.637687
7.617295 1.150020
7.623295 0.796452
7.629295 0.543993
7.635295 0.366443
7.641295 0.243444
7.647295 0.159503
7.653295 0.103067
7.659295 0.065683
7.665295 0.041282
7.671295 0.025589
7.677295 0.015643
7.683295 0.009431
7.689295 0.005608
7.695295 0.003289
7.701295 0.001902
7.707295 0.001085
7.713295 0.000610
7.719295 0.000339
7.725295 0.000185
7.731295 0.000100
7.737295 0.000053
7.743295 0.000028
7.749295 0.000014
7.755295 0.000007
7.761295 0.000004
7.827295 0.000000
7.906495 0.000000
8.001535 0.000000
8.115583 0.000000
8.252440 0.000000
8.416669 0.000000
8.613744 0.000000
8.850234 0.000000
9.134022 0.000000
9.474568 0.000000
9.883222 0.000000
10.373608 0.000000
10.962070 0.000000
11.668226 0.000000
12.515612 0.000000
13.532475 0.000000
14.752711 0.000000
16.216995 0.000000
17.974135 0.000000
20.082703 0.000000
22.612985 0.000000
25.649323 0.000000
29.292928 0.000000
33.665255 0.000000

