0.000000 0.000000
0.697824 0.000000
1.256083 0.000000
1.702690 0.000000
2.059976 0.000000
2.345804 0.000000
2.574467 0.000000
2.757397 0.000000
2.903741 0.000000
3.020817 0.000000
3.114477 0.000000
3.189405 0.000001
3.195405 0.000001
3.201405 0.000002
3.207405 0.000004
3.213405 0.000008
3.219405 0.000013
3.225405 0.000023
3.231405 0.000039
3.237405 0.000066
3.243405 0.000110
3.249405 0.000179
3.255405 0.000289
3.261405 0.000460
3.267405 0.000721
3.273405 0.001115
3.279405 0.001701
3.285405 0.002559
3.291405 0.003797
3.297405 0.005555
3.303405 0.008015
3.309405 0.011407
3.315405 0.016010
3.321405 0.022160
3.327405 0.030252
3.333405 0.040729
3.339405 0.054081
3.345405 0.070820
3.351405 0.091464
3.357405 0.116499
3.363405 0.146344
3.369405 0.181303
3.375405 0.221521
3.381405 0.266935
3.387405 0.317231
3.393405 0.371813
3.399405 0.429786
3.405405 0.489960
3.411405 0.550868
3.417405 0.610821
3.423405 0.667974
3.429405 0.720419
3.435405 0.766284
3.441405 0.803848
3.447405 0.831644
3.459118 0.853905
3.465118 0.848007
3.471118 0.830555
3.477118 0.802263
3.483118 0.764266
3.489118 0.718046
3.495118 0.665332
3.501118 0.608002
3.507118 0.547962
3.513118 0.487052
3.519118 0.426952
3.525118 0.369116
3.531118 0.314721
3.537118 0.264648
3.543118 0.219478
3.549118 0.179511
3.555118 0.144801
3.561118 0.115195
3.567118 0.090380
3.573118 0.069934
3.579118 0.053369
3.585118 0.040167
3.591118 0.029814
3.597118 0.021825
3.603118 0.015757
3.609118 0.011219
3.615118 0.007879
3.621118 0.005456
3.627118 0.003727
3.633118 0.002510
3.639118 0.001668
3.645118 0.001093
3.651118 0.000706
3.657118 0.000450
3.663118 0.000283
3.669118 0.000175
3.675118 0.000107
3.681118 0.000065
3.687118 0.000038
3.693118 0.000023
3.699118 0.000013
3.705118 0.000007
3.711118 0.000004
3.717118 0.000002
3.723118 0.000001
3.729118 0.000001
3.735118 0.000000
3.741118 0.000000
3.747118 0.000000
3.753118 0.000000
3.759118 0.000000
3.825118 0.000000
3.904318 0.000015
3.974306 0.032056
3.980306 0.056717
3.986306 0.098968
3.992306 0.170314
3.998306 0.289060
4.004306 0.483843
4.010306 0.798731
4.016306 1.300397
4.022306 2.088002
4.028306 3.306474
4.034306 5.163911
4.040306 7.953748
4.046306 12.082150
4.052306 18.100728
4.058306 26.744056
4.064306 38.970673
4.070306 56.005145
